book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
11Q19,11Q19:44:4-44:16,unknown,Temple Scroll,0.89541805,0.7136247,שמעון עד שער יהודה יהיו לכוהנים וכול ימין שער לוי ושמאולו לבני אהרון אחיכה תחלק שמונה ומאה נשכה וחדריהמה ושתי סוכותיהמה אשר מעל הגג ולבני יהודה משער יהודה עד הפנה ארבע וחמשים נשכה וחדריהמה והסוכה אשר מעלהמה ולבני שמעון משער שמעון עד הפנה השנית נשכותמה וחדריהמה וסוכותהמה ולבני ראובן מן המקצוע אשר אצל בני יהודה עד שער ראובן שתים וחמשים נשכות וחדריהמה וסוכותמה ומשער ראובן עד שער יוסף לבני יוסף לאפרים ולמנשה ומשער יוסף עד שער בנימין לבני קהת מבני הלויים ומשער בנימין עד פנת המערב לבני בנימין מן הפנה הזאת עד שער יששכר לבני יששכר ומשער ,98
4Q364,4Q364:f21a_k:11-f21a_k:20,unknown,rewritten pentateuch,0.8953931,0.7135309,דבר את הדרך אשר נעלה בה ואת הערים אשר נבוא עליהן וייטב בעיני הדבר ואקח מכמה שנים עשר אנשים איש אחד לשבט ויפנו ויעלו ההרה ויבואו עד נחל אשכול וירגלו אותה ויקחו בידם מפרי הארץ ויורידו אלינו וישיבו אותנו דבר ויואמרו טובה הארץ אשר יהוה אלוהינו נותן לנו ולוא אביתמה לעלות ותמרו את פי יהוה אלוהיכם ותרגנו באוהליכמה ותואמרו בשנאת יהוה אותנו הוציאנו מארץ מצרים לתת אותנו ביד האמורי להשמידנו אנה אנחנו עולימ ואחינו המיסו את לבבנו לאמור עם גדול ורב ממנו ערים גדולות ובצורות בשמים וגם בני ענקים ראינו שם ואומר אליכם לוא תערצון ולוא תיראון מהמה יהוה אלוהיכם ההולך ,102
11Q19,11Q19:38:6-39:2,unknown,Temple Scroll,0.89514095,0.7125839,אוכלים אצל שער המערב כול עץ אשר יבוא לחצר הפנימית מנחת הקורבנות היא עליה לבונה ול ומנחת הקנאות ולימין השער הזה שמה יהיו אוכלים את התבואות העוף ולתורים ולבני היונה ועשיתה חצר שנית סביב לחצר הפנימית רחוב מאה באמה ואורך לרוח הקדם שמונים וארבע מאות באמה וככה רוחב ואורך לכול רוחותיה לנגב ולים ולצצפון ורוחב קירה ארבע אמות וגובה שמונה ועשרים באמה ותאים עשוים לקיר מחוץ ובין התאו לתאו שלוש ים וגובהמה באמה מן הסף עד המשקוף לגובה מקרת הגג מן המשקוף ,83
11Q19,11Q19:20:0-20:11,unknown,Temple Scroll,0.895033,0.71217847,משפט לפרים ולאיל ליהוה ברובע היום יקריבו את האילים ואת הנסך ויקריבו לזבח השלמים כבשים בני שנה ארבעה עשר העולה יעשום ואת חלבם יקטירו על המזבח את החלב המכסה את הקרב ואת כול החלב אשר על הקרבים ואת יותרת הכבד על הכליות יסירנה ואת החלב אשר עליהנה ואת אשר על הכסלים ואת האליה לעומת העצה ויקטירו הכול על המזבח עם מנחתמה ונסכמה אשה ריח ניחוח לפני יהוה והקריבו כול מנחה אשר קרב עמה נסך כמשפט וכול מנחה אשר קרב עליה לבונה או חרבה יקמוצו ממנה את אזכרתה ויקטירו על המזבח ואת הנותר מהמה יוכלו בחצר ,96
11Q19,11Q19:15:15-16:3,unknown,Temple Scroll,0.8946386,0.71069705,ואם הכוהן הגדול יהיה עומד לשרת לפני יהוה אשר מלא ידו ללבוש את הבגדים תחת אביהו ויקריב פר אחד על כול העם ואחד על הכוהנים ויקרב את אשר לכוהנים בריאשונה וסמכו זקני הכוהנים את ידיהמה על ראושו ואחריהמה הכוהן הגדול וכול הכוהנים ושחטו את הפר לפני יהוה ולקחו זקני הכוהנים מדם הפר ונתנו מן הדם באצבעם על קרנות המזבח ואת הדם ישפוכו סביב על ארבע פנות עזרת המזבח ש ולקחו מדמו ונתנו מן הדם על תנוך אוזנו הימנית ועל בוהן ידו הימנית ורגלו הימנית ויזו מן הדם אשר על המזבח עליו ועל בגדיו ,94
4Q502,4Q502:f76:1-f98:2,sectarian_texts,Ritual,0.89463586,0.71068674, וממשפט א ה מועדי קודש וב ו חו שו א ות ל וכה ל רו ב ם ל תה תד בר כול ל י הש כש שמחתנו לפני כול מ ב יפל מים ל א תי ל שר אב בבית ה ומהללים שמחה הבא לש ו את א ת אשר חבב חת כבוד לאחיות ברוך אל ד לקום וענה בשמחת לחבב יברך להם שבעת ימים קודש קודשים קודש קודשים קודשו מ ם ד לפניו כול ,77
4Q524,4Q524:f15_22:9-f39:1,unknown,Temple Scroll,0.8944228,0.7098866,דברו אליו ועמד ואמר לוא חפצתי לקחתה ונגשה יבמתו אליו לעיני הזקנים וחלצה נעלו מעל רגלו וירקה בפניו וענתה ואמרה ככה יעשה לאיש אשר לוא יבנה את בית אחיהו אש תה לוא וב ו ל ת ה תם וכו א ולוא מכול א רו ביום אשר עד דור ודור א בז ישראל אשר בא עמכם ת לוא ירשתמה מקרה שיא מ ץ כ בן לוא הת ב א הא ת ופים ש ת ל ן לוא ת שמ ל וב נו כ ה א בל ,86
4Q364,4Q364:f4b_eii:12-f4b_eii:22,unknown,rewritten pentateuch,0.89424974,0.70923644,וטלוא וכול שה חום בכשבים וטלוא ונקוד בעזים והיה שכרי וענתה בי צדקתי ביום מחר כי תבוא על שכרי לפניכה כול שה אשר איננו נקוד וטלוא בעזים וחום בכשבים גנוב הוא אתי ויואמר לבן הן לא יהיה כדבריכה ויסר ביום ההוא את התישים העקודים והטלואים ואת כול העזים הנקודות והטלואות כול אשר לבן בו וכול חום בכשבים ויתן ביד בניו וישם דרך שלושת ימים בינו ובין יעקוב ויעקוב רועה את צואן לבן הנותרות ויואמר מלאך אלוהים אל יעקוב בחלום ויואמר יעקוב ויואמר הנני ויואמר שא נא עיניכה וראה את כול העתודים העולים ,93
3Q15,3Q15:3:2-4:9,unknown,copper scroll,0.89422524,0.7091444,מית חפר אמות תשע כלי כסף וזהב של דמע מזרקות כוסות מנקיאות קסאות כל שש מאות ותשעה תחת הפנא האחרת המזרח ית חפר אמות שש עסרה כסף ככ ךך בשית שבמלחמ בצפונו כלי דמע לבושין ביאתא תחת הפנא המערבית בקבר שבמלחמ ממזרחו בצפנו אמות תחת המ ת חפר שלוש ככ יאאא בבור הגדול שב כחלת בעמוד בצפונו ככ יאאאא באמא הבאה בביאתך אמות ארבעין ואחת כסףככ ךךיאאאאא בין שני הכיפין שבעמק עכור באמצען חפור אמות שלוש שם שני דודין מלאין כסף בשית האדמא שבשולי העצ ,86
4Q365,4Q365:f22a_b:3-f23:6,unknown,rewritten pentateuch,0.8939291,0.7080322,את כול התועבות האלה עשו אנשי הארץ אשר לפניכמה ותטמא הארץ ולוא תקיא הארץ אתכם בטמאכם אותה כאשר קאה את הגוי אשר לפניכמה כי כול אשר יעשה מכול בסוכות תשבו שבעת ימים כול האזרח בישראל ישב בסוכות למען ידעו דורותיכם כי בסוכות הושבתי את אבותיכם בהוציאי אותם מארץ מצרים אני יהוה אלוהיכם וידבר מושה את מועדי יהוה אל בני ישראל וידבר יהוה אל מושה לאמור צו את בני ישראל לאמור בבואכמה אל הארץ אשר אנוכי נותן לכמה לנחלה וישבתם עליה לבטח תקריבו עשצים לעולה ולכול מלאכת הבית אשר תבנו לי בארץ לערוך אותם על מזבח העולה ואת העגלים ,99
3Q15,3Q15:9:1-10:3,unknown,copper scroll,0.89387876,0.707843,בשובך שבשולי הנטף משח משוליו אמות שלוש עשרא שתין חפורר אמשות שעת שבע ככרין אסתרין ארבע בחבלת השניא בצריח הצופא מזרח חפור אמות שמונאומחצא ככ ךאאאף בצריחי החורון בצריח הצופא ים בזרב חפור אמות שש עסרה ככ ךאא בקומעה כסף מנה חרמ בקול המים הקרובין לכפת ביב מזרח כלפיהם חפור אמותשבע ככ אאאאאאאאא בשית שיבצפון פי הצוק של בית תמר ביצהיאת גי פלעכל שבה חרם בשובך שבמצד נאב בתחום ה דרום בעליאה השנית ירידתו מלמעלא ככ אאאאאאאאא בבור גר מזקות שרוו מהנחל ,83
11Q19,11Q19:25:12-26:7,unknown,Temple Scroll,0.8934541,0.70624787,בעצם היום הזה ונכרתה מעמיה והקרבתמה בו עולה ליהוה פר אחד איל אחד כבשים בני שנה שבעה שעיר עזים אחד לחטאת לבד מחטאת הכפורים ומנחתמה ונסכמה כמשפטמה לפר לאיל ולכבשים ולשעיר ולחטאת הכפורים תקריבו אלים שנים לעולה אחד יקריב הכוהן הגדול עליו ועל בית אביהו ונתן הכוהן הגדול על שני השעירים גורלות גורל אחד ליהוה וגורל אחד לעזזאל ושחט את השעיר אשר עלה עליו הגורל ליהוה והעלה את דמו במזרק הזהב אשר בידו ועשה לדמו כאשר עשה לדם הפר אשר לו וכפר בו על כול עם הקהל ואת חלבו ואת מנחת ,92
4Q320,4Q320:f2:14-f4iii:2,sectarian_texts,calendrical texts,0.8930733,0.7048178,באא במימן לךי ביום שנים בשנים עשר החדש שני הקדש הבריאה קדש באאאא בשבת גמול רוש כל השנים אתות היובל השני יאאאאאאא אתות מ בזבחים ימים קדש הרישון ךי גמול השני ךי ידעיה השלשי ךיא הקוץ הרבעי ךי אלישיב התשיעי ךיא ייריב העשירי ךי מלכיה העשתי עשר ךי ישוע השנים עשר ךיא ישבאב הימים ולשבתת לחדשיםולשנים ולשמטים וליובלות באאאא בשבת בני גמול השנה הרישונה מועדיה באאא בשבת בני מעוזיה הפסח ,71
4Q365,4Q365:f28:3-f31a_c:3,unknown,rewritten pentateuch,0.89301604,0.7046026,איש איש על עבדתו ועל משאו ופקדו אשר צוה יהוה את מושה ויהי ביום כלות מושה להקים את המשכן וימשח אותו ויקדש אותו ואת ביום שנים עשר יום נשיא לבני נפתלי אחירע בן עינן וקרבנו קערת כסף אחת שלושים ומאה משקלה מזרק כסף אחד שבעים שקל בשקל הקודש שניהם מלאים סולת בלולה בשמן למנחה כף אחת עשרה זהב מלאה קטורת תנופה לפני יהוה מאת בני ישראל והיו לעבוד את עבודת יהוה והלוים יסמכו את ידיהם על רואש הפרים ועשה את וביום את המשכן כסה הענן את המשכן לאוהל העדות ובערב יהיה על ,93
