N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
3837,כיורדי שאול,1QH: XVI:28,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3838,ומעוז מותני,1QH: XVI:33,,,,,,,V,V,,V,,,,,,,,,,,,,,,
3839,בזקי מכשול,1QH: XVI:35,,,,,,,,,V,V,,,,,,,,,,,,,,,
3840,קול‏ [לש]ון ,1QH: XVI:36,,,,,,,,,,V,,,,,,,,,,,,,,,
3841,בזקי משפט,1QH: XVI:37,,,,,,,,,V,V,,,,,,,,,,,,,,,
3842,משברי מות,1QH: XVII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
3843,בקול אנחה,1QH: XVII:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
3844,כנחלי מים,1QH: XVII:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3845,בהמון רחמיכה,1QH: XVII:8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3846,למבלעי דבר,1QH: XVII:8,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3847,בפי עבדכה,1QH: XVII:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3848,ברוב כוחכה,1QH: XVII:14,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3849,מיצר ח[מר‏],1QH: XVII:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3850,לבושת פנים,1QH: XVII:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
3851,אנשי מלחמ[ה,1QH: XVII:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3852,בו]שת פנים,1QH: XVII:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3853,ברז חכמתכה,1QH: XVII:23,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3854,למרפא ע[ולם,1QH: XVII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3855,ובוז צרי,1QH: XVII:25,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3856,לכליל כבוד,1QH: XVII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3857,לגבורת עולם,1QH: XVII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3858,מח]ץ̇ מכתי,1QH: XVII:27,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3859,גבורת פלא,1QH: XVII:27,,,,,,,,,,V,,,,,,,,,,,,,,,
3860,ורחוב עולם,1QH: XVII:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3861,בצרת נפש‏[י,1QH: XVII:28,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3862,סלע עוזי,1QH: XVII:28,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3863,ומשדי הוריתי ,1QH: XVII:30,,,,,,,V,V,V,V,,,,,,,,V,,,,, ,,
3864,ובחיק אומנתי‏,1QH: XVII:31,,,,,,,V,V,V,V,,,,,,,V,,,,,, ,,
3865,בשכל משפטכה,1QH: XVII:31,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3866,וברוח קודשכה,1QH: XVII:32,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3867,ותוכחת צדקכה,1QH: XVII:33,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3868,ומשמר שלומכה,1QH: XVII:33,,,,,,,V, ,V,V,,,,,,,,,,,,,,,
3869,לפלט נפשי,1QH: XVII:33,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3870,רוב סליחות,1QH: XVII:34,,,,,,,,,,V,,,,,,,,,,,,,,,
3871,והמון‏ [רח]מים,1QH: XVII:34,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3872,לכול בני אמתכה,1QH: XVII:35,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3873,]מזמת לבכה‏,1QH: XVIII:1,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3874,ובסוד אמ[תכה‏],1QH: XVIII:4,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3875,שר אלים,1QH: XVIII:8,,,שר אלים (?),,,,,,,V,,,,,,,,,,,,,,,
3876,ומלך נכבדים,1QH: XVIII:8,,,,,,,,V, ,V,,,,V,,V,,,,,,, ,,
3877,בכול מעשי פלאכה,1QH: XVIII:11,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3878,אל הרחמים,1QH: XVIII:14,,,אל הרחמים,,,,,,,V,,,,,,,,,,,,,,,
3879,בגדול טובכה,1QH: XVIII:16,?,,,,,,V,,V,V,,,,,,,,,,,,,,,
3880,ה]מון רחמיכה,1QH: XVIII:21,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3881,ויצר בשר,1QH: XVIII:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3882,חיל גבורים,1QH: XVIII:24,,,,,,,,,,V,,,,,,,,,,,,,,,
3883,וב‏]רוב דגן תירוש ויצהר,1QH: XVIII:24,,,,,,,,, ,V,,3, ,,,,,,,,,,,,
3884,פלגי מים ,1QH: XVIII:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3885,ולבני אמתכה,1QH: XVIII:27,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3886,בדעת אמתכה,1QH: XVIII:29,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3887,]נפש עבדכה,1QH: XVIII:29,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3888,וברום עדנים,1QH: XVIII:30,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3889,למקור עולם,1QH: XVIII:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
3890,ובחדרי שאול,1QH: XVIII:34,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3891,גבורי כוח,1QH: XVIII:35,,,,,,,,,,V,,,,,,,,,,,,,,,
3892,צבא קדושיכה,1QH: XVIII:35,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3893,בני איש,1QH: XVIII(10):9,,,,,,,,,,V,,,,,,,,,,,,,,,
3894,בהגי לבי‏,1QH: XIX:2,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3895,וביצר חמר,1QH: XIX:3,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3896,בסוד אמתכה,1QH: XIX:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3897,במעשי פלאכה,1QH: XIX:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3898,בפי הודות,1QH: XIX:4,,,,,,,,,V,V,, ,,,,,,,,,,,,,
3899,ומזל שפתי,1QH: XIX:5,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3900,במכון רנה,1QH: XIX:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3901,בני אדם,1QH: XIX:6,,,,,,,,,,V,,,,,,,,,,,,,,,
3902,וברוב טובכה,1QH: XIX:6,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3903,כול משפטי נגע,1QH: XIX:8,,,,,,V,,,,V,,,,,,,,,,,,,,,
3904,רוב סליחות,1QH: XIX:9,,,,,,,,,,V,,,,,,,,,,,,,,,
3905,לכול בני רצונכה,1QH: XIX:9,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3906,בסוד אמתכה,1QH: XIX:9,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3907,וברזי פלאכה,1QH: XIX:10,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3908,מכול תועבות נדה,1QH: XIX:11,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3909,ואשמת מעל,1QH: XIX:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3910,בני אמתך ,1QH: XIX:11,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3911,תולעת מתים,1QH: XIX:12,,,,,,,,,,V,,,,,,V,,,,,,, ,,
3912,לסוד ע[ולם‏],1QH: XIX:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3913,צבא עד,1QH: XIX:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3914,סוד אמת,1QH: XIX:16,,,,,,,,,,V,,,,,,,,,,,,,,,
3915,לאבל מרורים,1QH: XIX:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
3916,יצרי גבר,1QH: XIX:20,,,,,,,,,,V,,,,,,,,,,,,,,,
3917,ותשובת אנוש,1QH: XIX:20,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3918,ויגון אשמה,1QH: XIX:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3919,בכנור‏ קינה,1QH: XIX:22a,,,,,,,,,V,V,,,,,,,,,,,,,,,
3920,ומספד מרורים ,1QH: XIX:22 ,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3921,בכנור ישועות,1QH: XIX:23,,,,,,,,,V,V,,,,,,,,,,,,,,,
3922,ונבל שמ[חה‏,1QH: XIX:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3923,וחליל תהלה,1QH: XIX:23,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3924,בפי כולם,1QH: XIX:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3925,לעולמי עד,1QH: XIX:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3926,בקול רנה,1QH: XIX:26,,,,,,,,,V,V,,,,,,,,,,,,,,,
3927,לכבוד עד,1QH: XIX:27,,,,,,,,,V,V,,,,,,,,,,,,,,,
3928,ושלום עולום‏ ,1QH: XIX:27,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3929,שכל דעה,1QH: XIX:28,,,,,,,,,,V,,,,,,,,,,,,,,,
3930,ברוב חסדיכה,1QH: XIX:28,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3931,אל הרחמים,1QH: XIX:29,,אל הרחמים, ,אל,,,,,,V,,,,,,,,,,,,,,,
3932,ורוב אמתכה ,1QH: XIX:29,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3933,והמו[ן‏] חסדיכה,1QH: XIX:29,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3934,נפש עבדכה,1QH: XIX:30,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3935,בפי עבדכה,1QH: XIX:33,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3936,ומענה לשון,1QH: XIX:34,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3937,במעון קו[דש,1QH: XX:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
3938,]באהלי כבוד,1QH: XX:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
3939,מבוא אור,1QH: XX:4,,,,,,,,,,V,,,,,,,,,,,,,,,
3940,בתקופות יום,1QH: XX:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3941,לחוקות מאור ,1QH: XX:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3942,ומוצא אור,1QH: XX:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3943,ברשית ממשלת חושך,1QH: XX:6,,,,,,,,,V,V,,,2,,,,,,,,,,,,
3944,למועד לילה,1QH: XX:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
3945,ובקצ האספו,1QH: XX:7,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3946,מפנית אור,1QH: XX:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3947,למוצא לילה,1QH: XX:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3948,מולדי עת יסודי קצ,1QH: XX:8,?,,,,,,,,,V,,,3,,,,,,,,,,,,
3949,ותקופת מועדים,1QH: XX:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3950,מפי אל,1QH: XX:9,,,אל,,,,,,V,V,,,,,,,,,,,,,,,
3951,ותעודת הויה,1QH: XX:9,,,הויה,,,,,V,,V,,,,,,,,,,,,,,,
3952,אל ה‏ודועות,1QH: XX:10,,אל הודועות, ,אל,,,,,,V,,,,,,,,,,,,,,,
3953,לסוד פלאכה,1QH: XX:12,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3954,ברוח קודשכה,1QH: XX:12,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3955,ברז שכלכה,1QH: XX:13,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3956,ומעין גבור[תכה‏,1QH: XX:13,,,,,,,,V,,V,,,,,,,,,,,,,,,
3957,לרוב חסד,1QH: XX:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3958,וקנאת כלה,1QH: XX:14,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3959,הדר כבודכה ,1QH: XX:15,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3960,לאור עול[ם‏,1QH: XX:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
3961,פחד רשעה,1QH: XX:16,,,,,,,,,,V,,,,,,,,,,,,,,,
3962,מועדי שממה,1QH: XX:17,,,,,,,,,,V,,,,,,,,,,,,,,,
3963,ובקץ כבודכה,1QH: XX:22,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3964,למקור נדה,1QH: XX:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3965,וערות קלון,1QH: XX:25,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3966,מקוי עפר,1QH: XX:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3967,ומגבל[ מים,1QH: XX:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3968,ומדור חושך,1QH: XX:25,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3969,ותשובת עפר,1QH: XX:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3970,ליצר חמר,1QH: XX:26,,,,,,,,, V,V,,,,,,,,,,,,,,,
3971,ומקוי כבוד,1QH: XX:29,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3972,ומקור דעת וגבור[ה,1QH: XX:29,,,,,,,,V, ,V,,2, ,,,,,,,,,,,,
3973,יצר חמר,1QH: XX:32,,,,,,,,,,V,,,,,,,,,,,,,,,
3974,לערל אוזן,1QH: XXI:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3975,צבא דעת,1QH: XXI:8,,,,,,,,,,V,,,,,,,,,,,,,,,
3976,וחוקי נכונות,1QH: XXI:8,,,,,,,,V, ,V,,,,V,,V,,,,,,, ,,
3977,לב עפר,1QH: XXI:9,,,,,,,,,,V,,,,,,,,,,,,,,,
3978,מפחי משפט,1QH: XXI:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
3979,ולב האבן,1QH: XXI:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3980,באוזן עפר,1QH: XXI:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3981,במכון עולם,1QH: XXI:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3982,לאור אורתום,1QH: XXI:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3983,וקצי שלום,1QH: XXI:15,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3984,יצר העפר,1QH: XXI:16,,,,,,,,,,V,,,,,,,,,,,,,,,
3985,נתיבות שלום,1QH: XXI:3:3,,,,,,,,,,V,,,,,,,,,,,,,,,
3986,מטוני פחיה,1QH:3:4,?,,,,,,V,, ,V,,,,,,,,,,,,,,,
3987,ביצר עפר,1QH:3:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3988,מקוי אפר,1QH:3:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
3989,רוח סוע[רה,1QH:3:6,,,,,,,,, ,V,,,,,,,V,,,,,, ,,
3990,לרזי חפצו,1QH:3:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3991,צמי רשעה,1QH:3:8,,,,,,,,,,V,,,,,,,,,,,,,,,
3992,כול יצר רמיה,1QH:3:9,,,,,,V,,,,V,,,,,,,,,,,,,,,
3993,יצר עולה,1QH:3:10,,,,,,,,,,V,,,,,,,,,,,,,,,
3994,ומעשי רמיה,1QH:3:10,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3995,יצר ה‏[חמר,1QH:3:11,,,,,,,,,,V,,,,,,,,,,,,,,,
3996,י]צר העפר,1QH::3:14,,,,,,,,,,V,,,,,,,,,,,,,,,
3997,מעשי נדה,1QH:3:16,,,,,,,,,,V,,,,,,,,,,,,,,,
3998,ומשפטי נגע ,1QH:3:16,,,,,,,,V,,V,,,,,,,,,,,,,,,
3999,יצר החמ[ר,1QH:3:18,,,,,,,,,,V,,,,,,,,,,,,,,,
4000,איש פשע ,1QH: XXII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
4001,אשמת רשעה,1QH: XXII:5,,,,,,,,,,V,,,,,,,,,,,,,,,
4002,בקצי חרון,1QH: XXII:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
4003,יצר החמר,1QH: XXII:8,,,,,,,,,,V,,,,,,,,,,,,,,,
4004,אנושי ברית,1QH: XXII:4:8,,,,,,,,,,V,,,,,,,,,,,,,,,
4005,אל הדעות,1QH: XXII:4:9,,אל הדעות, ,אל,,,,,,V,,,,,,,,,,,,,,,
4006,אוזן עפר,1QH: XXIII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
4007,ש]מועות פלאכה,1QH: XXIII:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4008,לעיני כול שומעי‏[כה‏,1QH: XXIII:7,,,,,V, ,,,V,V,,,,,,V,,,,,,, ,,
4009,בימין עוזכה,1QH: XXIII:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4010,בכוח גבורתכה‏,1QH: XXIII:8,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4011,ליצר חמר,1QH: XXIII:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
4012,ואשמות ילוד אשה,1QH: XXIII:13,,,,,,,,V, ,V,,,2,V,,,,V,V,,,,V,,
4013,מ[קו]ר אמתכה ,1QH: XXIII:13,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4014,לרוב רחמיכה,1QH: XXIII:14,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4015,לשמחת עולם,1QH: XXIII:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
4016,ובבני אלים,1QH: XXIII:2i:3,,,,,,,,V,V,V,,,,,,,,,,,,,,,
4017,כרוב חסדיכה,1QH: XXIII:2i:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4018,משמר צדקכה,1QH: XXIII:2i:5,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4019,ומוכיחי אמת,1QH: XXIII:2i:6,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
4020,ב]ני אלים,1QH: XXIII:2i:10,,,,,,,,,,V,,,,,,,,,,,,,,,
4021,בני שמים,1QH: XXIII:2i:10,,,,,,,,,,V,,,,,,,,,,,,,,,
4022,תשובת חושך,1QH: XXIII:2i:11,,,,,,,,,,V,,,,,,,,,,,,,,,
4023,עול יצר,1QH: XXIII:2i:17,,,,,,,,,,V,,,,,,,, ,,,,,,,
4024,י]צר נתעב,1QH: XXIII:18,,,,,,,,,,V,,,,V,,,,V,,,,, ,,
4025,יצר בשר,1QH: XXIV:5,,,,,,,,,,V,,,,,,,,,,,,,,,
4026,ורזי פשע,1QH: XXIV:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
4027,כול מלאכי של[ום,1QH: XXIV:10,,,,,,V,,,,V,,,,,,,,,,,,,,,
4028,כעבותי רוח ,1QH: XXIV:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
4029,במעון כבודכה,1QH: XXIV:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4030,קצ רצונכה,1QH: XXIV:12,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4031,רמות כוח,1QH: XXIV:13,,,,,,,,,,V,,,,,,,,,,,,,,,
4032,ורוב בשר,1QH: XXIV:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
4033,בעת עוונו,1QH: XXIV:45:2,,,,,,,V,,V,V,,,,,,,,,,,,,,,
4034,איש זודן ,1QH: XXIV:45:5,,,,,,,,,,V,,,,,,,,,,,,,,,
4035,פלא רזיכה, 1Q‎H:‎XXIV:‎2ii ‎:‎8‎,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4036,מבני אל, 1Q‎H:‎XXIV:‎2ii ‎:14,,,אל,,,,,,V,V,,,,,,,,,,,,,,,
4037,עולות עמים, 1Q‎H:‎XXIV:‎2ii ‎:14,,,,,,,,,,V,,,,,,,,,,,,,,,
4038,מש]פט צדק‏, ‎1Q‎H:‎XXIV:‎5‎:‎1‎,,,,,,,,,,V,,,,,,,,,,,,,,,
4039,עדת קדושיכה, ‎1Q‎H:‎XXIV:‎5‎:‎3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4040,ורוחות רשעה, ‎1Q‎H:‎ XXIV:‎5‎:‎4‎,,,,,,,,V, ,V,,,,,,,,,,,,,,,
4041,רוחות עולה, ‎1Q‎H:‎XXIV:‎5‎:‎6,,,,,,,,,,V,,,,,,,,,,,,,,,
4042,לדורי נצח, ‎1Q‎H:‎XXIV:‎5‎:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
4043,משפט אמתכה, ‎1Q‎H:‎XXIV:‎5‎:‎10‎,,,,,,,V,, ,V,,,,,,,,,,,,,,,
4044,ואוזן בשר, ‎1Q‎H:XXIV:‎‎5‎:‎10‎,,,,,,,,V,,V,,,,,,,,,,,,,,,
4045,וקצ תעודה, ‎1Q‎H:XXIV:‎‎5‎:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
4046,וביושבי האדמה, ‎1Q‎H:XXIV:‎‎5‎:12,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
4047,ושמחת עולם,‎1Q‎H:‎ ‎XXVII‎:‎5‎,,,,,,,,V, ,V,,,,,,,,,,,,,,,
4048,ברית חסדי‏[ו,‎1Q‎H:‎ ‎XXVII‎:7,,,,,,,,, ,V,,,,,,,,,,,,,,,
4049,אל הצדק,‎1Q‎H:‎ ‎XXVII‎:8,,אל הצדק, ,אל,,,,,,V,,,,,,,,,,,,,,,
4050,בכוח גבורה,‎1Q‎H:‎ ‎XXVII‎:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
4051,וביד נעלמים,‎1Q‎35 (1QH-b)‎: ‎1‎:‎8‎‎,,,,,,,,V,V,V,,,,,,,,,,,,,,,
4052,במעין חיים,‎1Q‎35 (1QH-b)‎ ‎2‎:‎1‎,,,,,,,,,V,V,,,,,,,,,,,,,,,
4053,עצי ע[ו]לם,‎1Q‎35 (1QH-b)‎ ‎2‎:‎2‎,,,,,,,,,,V,,,,,,,,,,,,,,,
4054,]ברז נה̇[יה,1Q26:I:1,,,,,,,,,V,,V,,,V,,,,V,,,,, ,,
4055,ברז נה̇י[ה‏,1Q26:I:4,,,,,,,,,V,,V,,,V,,,,V,,,,, ,,
4056,מדת מעשיו,4Q415:2:i+ii,,,,,,,V,, ,,V,,,,,,,,,,,,,,
4057,בבית מכו[רותיך,4Q415:2:ii:7,,,,,,, ,,V,,V,,,,,,,,,,,,,,
4058,סוד אנשי[ם‏ ,4Q415:6:1,,,,,,,,,,,V,,,,,,,,,,,,,,
4059,ברז נהיה,4Q415:6:4,,,,,,,,,V,,V,,,V,,,,V,,,,, ,,
4060,ס]וד אנשים,4Q415:6:6,,,,,,,,,,,V,,,,,,,,,,,,,,
4061,לפיא רוחות,4Q415:11:5,,,,,,,,,V,,V,,,,,,,,,,,,,,
4062,משקל תכינה,4Q415:11:9,?,,,,,,,,,,V,,,,,,,,,,,,,,
4063,ברז נ[היה,4Q415:24:1,,,,,,,,,V,,V,,,,,,,,,,,,,,
4064,מחסור צבאם,4Q416:1:6,,,,,,,V,, ,,V,,,,,,,,,,,,,,
4065,וצבא השמים,4Q416:1:7,,,,,,,,V, ,,V,,,,,,,,,,,,,,
4066,עבודת רשעה,4Q416:1:10,,,,,,,,,,,V,,,,,,,,,,,,,,
4067,וכל בני אמתו,4Q416:1:10,,,,,,V,V,V, ,,V,,,,,,,,,,,,,,
4068,כל רוח בשר,4Q416:1:12,,,,,,V,,,,,V,,,,,,,,,,,,,,
4069,ובני השמי[ם‏,4Q416:1:12,,,,,,,,V, ,,V,,,,,,,,,,,,,,
4070,קץ האמ̇[ת‏ ,4Q416:1:13,,,,,,,,,,,V,,,,,,,,,,,,,,
4071,בכל קצי עד,4Q416:1:14,,,,,,V,,,V,,V,,,,,,,,,,,,,,
4072,אל אמת,4Q416:1:14,,אל אמת, ,אל,,,,,,,V,,,,,,,,,,,,,,
4073,[י]צר בשר,4Q416:1:16,,,,,,,,,,,V,,,,,,,,,,,,,,
4074,ברז נהיה,4Q416:2i:5,,,,,,,,,V,,V,,,V,,,,V,,,,,,,
4075,רוח קודשכה,4Q416:2ii:6,,,,,,,V,,,,V,,,,,,,,,,,,,,
4076,וחכמת אוטו,4Q416:2ii:12,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
4077,לבן בכור,4Q416:2ii:13,,,,,,,,,V,,V,,,,,,,,,,,,,,
4078,וברז‏ [נ]היה,4Q416:2iii:9,,,,,,,,V,V,,V,,,V,,,,V,,,,, ,,
4079,ובנחלת כבוד,4Q416:2iii:12,,,,,,,,V,V,,,,,,,,,,,,,,,,
4080,וברוב בינה,4Q416:2iii:13,,,,,,,,V,V,,,,,,,,,,,,,,,,
4081,רז נהיה,4Q416:2iii:14,,,,,,,,,,,,,,V,,,,V,,,,,,,
4082,בכל דרכי אמת,4Q416:2iii:14,,,,,,V,,,V,,V,,,,,,,,,,,,,,
4083,וכל שורשי עולה,4Q416:2iii:14,,,,,,V,,V,,,V,,,,,,,,,,,,,,
4084,כור הוריכה,4Q416:2iii:17,,,,,,,V,,,,V,,,,,,,V,,,,, ,,
4085,ברז נהיה,4Q416:2iii:18,,,,,,,,,V,,V,,,V,,,,V,,,,,,,
4086,]הדר פניהמה,4Q416:2iii:18,?,,,,,,V,,,,V,,,,,,,,,,,,,,
4087,וארוך ימיכה,4Q416:2iii:19,,,,,,,V,V,,,V,,,,,,,,,,,,,,
4088,מרז נהיה,4Q416:2iii:21,,,,,,,,,V,,V,,,V,,,,V,,,,, ,,
4089,עזר בשרכה,4Q416:2iii:21,,,,,,,V,,,,V,,,,,,,,,,,,,,
4090,אשת חיקכה,4Q416:2iv:5,,,,,,,V,,,,V,,,,,,,,,,,,,,
4091,שאר ער[ותכה,4Q416:2iv:5,,,,,,,V,,,,V,,,,,,,,,,,,,,
4092,גבול חייהו ,4Q416:2iv:6,,,,,,V,, ,,,V,,,,,,,,,,,,,,
4093,וכל שבועת אסרה,4Q416:2iv:8,,,,,,V,V,V,,,V,,,,,,,,,,,,,,
4094,מוצא פיכה,4Q416:2iv:9,,,,,,,V,, ,,V,,,,,,,,,,,,,,
4095,אשת חיקכה,4Q416:2iv:13,,,,, ,,V,,,,V,,,,,,,,,,,,,,
4096,נחלת כל חי,4Q416:3:2,,, ,,V,,,,,,V,,,,,,,,,,,,,,
4097,רחמי אל,4Q416:3:4,,,אל,,,,,,V,,V,,,,,,,,,,,,,,
4098,בנחלת אמת,4Q416:4:4,,,,,,,, ,V,,V,,,,,,,,,,,,,,
4099,ופקודת מעשה,4Q416:7:2,,,,,,, ,V,,,V,,,,,,,,,,,,,,
4100,]מזל שפתיו,4Q416:7:3,,,,,,,V,,,,V,,,,,,,,,,,,,,
4101,ופרי לשונו[‏,4Q416:18:2,,,,,,,V,V,,,V,,,,,,,,,,,,,,
4102,[ו‏]ברזי פלא[י אל ,4Q417:1i:2,,,,,,,,,,,V,, ,,,,,,,,,,,,
4103,קצי עולם ,4Q417:1i:7,,,,,,,,,,,V,,,,,,,,,,,,,,
4104,ופקודת עד,4Q417:1i:8,,,,,,,,V,,,V,,,,,,,,,,,,,,
